Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Camera,Scored.by,Date.scoring.was.completed,Video.date,Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Rouge,1328.399,Grooming,Social,Ghost,STATE,26398.400,26401.300,2.900,Not found,24048,24106,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,No focal subject,0.0,Checkpoint,Not defined,Fully scored up to here,POINT,26423.100,26423.100,NA,Not found,24542,24542,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Ghost,697.5,Grooming,Social,Shego,STATE,26456.900,26552.900,96.000,Not found,25218,27138,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Enoby,392.248,Grooming,Social,Juice,STATE,26493.000,26512.850,19.850,Not found,25940,26337,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Juice,355.298,Grooming,Social,Enoby,STATE,26494.800,26510.650,15.850,Not found,25976,26293,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Ghost,697.5,Grooming,Social,None,STATE,26517.300,26527.650,10.350,Not found,26426,26633,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Ghost,697.5,Grooming,Social,Shego,STATE,26608.750,26646.450,37.700,Not found,28255,29009,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Zubat,61.7,Grooming,Social,Shego,STATE,26643.250,26647.950,4.700,Not found,28945,29039,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Zubat,61.7,Grooming,Social,Shego,STATE,26657.000,26660.800,3.800,Not found,29220,29296,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Ghost,697.5,Grooming,Social,Shego,STATE,26694.550,26715.100,20.550,Not found,29971,30382,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Enoby,392.248,Grooming,Social,Ichor,STATE,26737.950,26742.550,4.600,Not found,30839,30931,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Enoby,392.248,Grooming,Social,Ichor,STATE,26746.000,26768.800,22.800,Not found,31000,31456,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Vashu,457.95,Grooming,Social,Quark,STATE,26756.300,26767.550,11.250,Not found,31206,31431,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Daine,10.15,Grooming,Social,Wrath,STATE,26800.500,26810.650,10.150,Not found,32090,32293,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Juice,355.298,Grooming,Social,Quark,STATE,26821.550,26829.850,8.300,Not found,32511,32677,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Zubat,61.7,Grooming,Social,Quark,STATE,26823.500,26828.500,5.000,Not found,32550,32650,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Lurch,485.2,Grooming,Social,Wrath,STATE,26825.250,26883.300,58.050,Not found,NA,NA,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,No focal subject,0.0,Checkpoint,Not defined,Start here,POINT,26830.500,26830.500,NA,Not found,32690,32690,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Rouge,1328.399,Grooming,Social,Mochi,STATE,26841.950,26845.500,3.550,Not found,32919,32990,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Rouge,1328.399,Grooming,Social,Quark,STATE,26859.150,26947.900,88.750,Not found,33263,35038,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Vashu,457.95,Grooming,Social,Wrath,STATE,26873.550,26915.500,41.950,Not found,NA,NA,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Lurch,485.2,Grooming,Social,Wrath,STATE,26888.500,26971.650,83.150,Not found,33850,NA,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Juice,355.298,Grooming,Social,Rouge,STATE,26947.550,26982.200,34.650,Not found,35031,35724,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Rouge,1328.399,Grooming,Social,Juice,STATE,26948.300,27000.200,51.900,Not found,35046,36084,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Lurch,485.2,Checkpoint,Not defined,None,POINT,26971.900,26971.900,NA,Not found,35518,35518,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Juice,355.298,Grooming,Social,Quark,STATE,27004.200,27041.999,37.799,Not found,36164,NA,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Rouge,1328.399,Grooming,Social,Quark,STATE,27008.900,27075.950,67.050,Not found,36258,37599,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Juice,355.298,Checkpoint,Not defined,Fully scored up to here,POINT,27091.750,27091.750,NA,Not found,37915,37915,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Rouge,1328.399,Mouthlicking,Social,Quark,STATE,27114.700,27207.949,93.249,Not found,NA,NA,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Rouge,1328.399,Grooming,Social,Quark,STATE,27207.950,27224.100,16.150,Not found,40239,40562,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Rouge,1328.399,Grooming,Social,Quark,STATE,27267.700,27570.000,302.300,Not found,41434,47480,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Beast,49.85,Grooming,Social,Wrath,STATE,27283.500,27317.350,33.850,Not found,NA,NA,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Juice,355.298,Grooming,Social,Shego,STATE,27289.750,27338.400,48.650,Not found,41875,42848,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Shego,59.4,Grooming,Social,Juice,STATE,27295.450,27302.150,6.700,Not found,41989,42123,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Shego,59.4,Grooming,Social,Juice,STATE,27307.150,27338.400,31.250,Not found,42223,42848,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Beast,49.85,Checkpoint,Not defined,Left off here,POINT,27312.200,27312.200,NA,Not found,42324,42324,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Zubat,61.7,Grooming,Social,Enoby,STATE,27342.950,27348.450,5.500,Not found,42939,43049,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Enoby,392.248,Grooming,Social,Shego,STATE,27357.900,27375.300,17.400,Not found,43238,43586,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Creep,1312.55,Grooming,Social,Shego,STATE,27396.850,27449.000,52.150,Not found,44017,45060,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Kazul,364.9,Grooming,Social,Teeth,STATE,27414.650,27427.250,12.600,Not found,NA,NA,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Teeth,3.7,Grooming,Social,Kazul,STATE,27416.100,27419.800,3.700,Not found,44402,44476,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Lurch,485.2,Grooming,Social,Wrath,STATE,27417.050,27449.100,32.050,Not found,44421,45062,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Zubat,61.7,Grooming,Social,Teeth,STATE,27436.650,27445.800,9.150,Not found,44813,44996,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Creep,1312.55,Checkpoint,Not defined,Fully scored up to here,POINT,27449.000,27449.000,NA,Not found,45060,45060,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Creep,1312.55,Grooming,Social,Shego,STATE,27457.450,27469.950,12.500,Not found,45229,45479,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Shego,59.4,Grooming,Social,Creep,STATE,27458.350,27459.200,0.850,Not found,45247,45264,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Beast,49.85,Grooming,Social,Wrath,STATE,27489.750,27502.850,13.100,Not found,45875,46137,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Lurch,485.2,Grooming,Social,Wrath,STATE,27503.150,27506.250,3.100,Not found,46143,46205,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Lurch,485.2,Grooming,Social,Wrath,STATE,27512.000,27520.500,8.500,Not found,46320,46490,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Lurch,485.2,Grooming,Social,Wrath,STATE,27525.150,27533.100,7.950,Not found,46583,46742,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Vashu,457.95,Grooming,Social,Beast,STATE,27533.850,27537.700,3.850,Not found,46757,46834,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Lurch,485.2,Grooming,Social,Wrath,STATE,27539.250,27553.200,13.950,Not found,46865,47144,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Rouge,1328.399,Grooming,Social,Quark,STATE,27576.850,27579.900,3.050,Not found,47617,47678,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Rouge,1328.399,Grooming,Social,Quark,STATE,27584.650,27609.850,25.200,Not found,47773,48277,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Juice,355.298,Grooming,Social,Creep,STATE,27622.300,27637.550,15.250,Not found,48526,48831,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Creep,1312.55,Grooming,Social,Juice,STATE,27627.100,27635.950,8.850,Not found,48622,48799,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Creep,1312.55,Grooming,Social,Juice,STATE,27637.900,27689.350,51.450,Not found,48838,49867,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Vashu,457.95,Grooming,Social,Quark,STATE,27654.400,27656.250,1.850,Not found,49168,49205,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Lurch,485.2,Grooming,Social,Wrath,STATE,27656.950,27665.450,8.500,Not found,49219,49389,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Zubat,61.7,Grooming,Social,Wrath,STATE,27658.300,27673.300,15.000,Not found,49246,49546,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Zubat,61.7,Grooming,Social,Wrath,STATE,27683.000,27697.100,14.100,Not found,49740,50022,,,,
8-6-2025 part 1,2025-12-15 14:30:55.793,Complete 1/24/26 ,Media file,player #1:8-6-25\8-6 ch11 pt1.mp4|player #2:8-6-25\8-6 ch3 pt1 starting 6 59 57.mp4,25196.0,7202.600,7205.200|7203.247,20.000|15.000,Left corner,Tobias,2026-01-24 00:00:00,2025-08-06 00:00:00,Rouge,1328.399,Grooming,Social,Quark,STATE,27686.250,27688.700,2.450,Not found,49805,49854,,,,
